soil_moisture,temperature,humidity,rainfall,crop,pump
81,20,45,16,pulses,0
40,24,36,5,cotton,0
45,38,61,2,wheat,0
48,15,67,8,maize,0
30,39,52,10,tea,0
32,12,80,12,maize,0
63,25,48,6,wheat,0
45,22,82,14,rice,0
24,25,56,2,cotton,1
11,14,75,1,pulses,1
85,24,35,9,cotton,0
79,35,75,17,rice,0
47,36,61,16,cotton,0
74,25,43,4,tea,0
59,10,88,7,tea,0
10,17,50,13,tea,0
30,34,30,15,maize,0
66,29,21,3,rice,0
28,14,90,6,tea,0
38,16,97,1,wheat,1
59,38,54,11,tea,0
43,19,81,18,pulses,0
63,25,73,11,maize,0
41,14,88,18,wheat,0
13,29,70,9,rice,0
39,33,99,14,rice,0
27,36,28,6,pulses,0
78,20,33,19,tea,0
38,37,75,18,wheat,0
21,31,53,0,pulses,1
24,27,20,13,wheat,0
88,36,57,9,tea,0
62,29,36,6,tea,0
44,22,35,7,cotton,0
61,28,67,9,cotton,0
62,21,69,6,tea,0
23,27,90,9,maize,0
27,24,60,0,pulses,1
47,15,63,11,cotton,0
47,36,34,7,tea,0
64,19,80,17,wheat,0
20,26,69,18,pulses,0
76,19,71,4,cotton,0
62,13,71,5,maize,0
87,17,55,11,pulses,0
53,14,52,15,pulses,0
34,28,64,13,rice,0
71,27,92,18,wheat,0
23,25,21,0,maize,1
56,36,20,2,maize,0
64,36,89,4,maize,0
21,31,66,17,wheat,0
16,37,83,9,maize,0
58,13,37,2,rice,1
23,16,73,11,cotton,0
38,17,54,11,wheat,0
56,24,78,11,maize,0
23,18,55,4,tea,1
60,38,45,1,cotton,0
23,16,64,12,pulses,0
17,18,88,18,wheat,0
86,29,49,0,tea,0
74,10,96,11,pulses,0
46,16,52,4,tea,1
77,11,42,14,maize,0
25,39,40,10,wheat,0
29,24,82,4,maize,1
76,19,89,3,pulses,0
80,36,87,18,rice,0
41,18,55,10,tea,0
78,25,56,15,rice,0
39,15,20,16,pulses,0
29,34,45,2,maize,1
67,21,61,14,cotton,0
38,17,59,9,tea,0
33,18,72,8,cotton,0
10,16,97,18,wheat,0
36,23,81,5,tea,0
30,20,63,12,rice,0
26,21,92,16,cotton,0
41,28,55,6,pulses,0
53,19,23,5,wheat,0
31,37,40,18,tea,0
51,30,36,11,pulses,0
71,28,35,4,wheat,0
57,38,60,13,rice,0
17,22,74,0,pulses,1
11,12,76,13,tea,0
14,32,85,11,wheat,0
37,37,57,15,maize,0
13,25,75,9,tea,0
62,31,56,11,tea,0
10,14,69,12,tea,0
88,37,74,16,tea,0
86,30,20,1,maize,0
15,36,84,2,pulses,1
64,17,84,16,pulses,0
61,10,63,2,pulses,0
86,23,31,12,rice,0
33,29,95,16,maize,0
71,14,72,16,maize,0
65,34,80,7,wheat,0
33,25,32,10,cotton,0
85,39,61,17,pulses,0
29,10,65,0,cotton,1
43,34,61,4,wheat,0
24,31,35,9,maize,0
60,12,63,15,wheat,0
13,12,89,7,tea,0
62,20,35,15,wheat,0
23,20,41,0,wheat,1
74,29,54,15,tea,0
42,14,92,14,cotton,0
59,21,68,5,tea,0
72,34,90,3,rice,0
59,15,95,18,wheat,0
83,30,83,5,wheat,0
45,25,50,8,cotton,0
87,38,20,1,maize,0
80,15,44,4,tea,0
59,31,39,2,maize,0
50,18,92,17,rice,0
79,19,27,14,tea,0
36,32,83,12,rice,0
39,23,35,4,rice,1
41,38,74,0,rice,1
31,24,45,18,pulses,0
78,16,84,10,tea,0
30,29,96,17,tea,0
65,14,47,6,pulses,0
40,16,65,4,cotton,1
68,17,73,3,pulses,0
79,31,73,6,wheat,0
52,33,91,7,maize,0
63,23,68,5,maize,0
27,34,97,1,rice,1
64,24,92,1,tea,0
38,26,65,5,tea,0
70,39,20,18,rice,0
60,29,63,11,wheat,0
85,25,23,1,maize,0
21,18,50,1,pulses,1
70,30,34,13,cotton,0
80,20,20,19,wheat,0
25,13,91,17,tea,0
21,34,25,19,rice,0
71,11,46,13,maize,0
77,11,45,8,rice,0
69,36,85,13,tea,0
37,24,32,1,rice,1
73,17,90,8,pulses,0
81,25,53,10,maize,0
59,17,52,15,rice,0
35,14,59,17,maize,0
49,31,99,4,rice,1
64,20,62,13,rice,0
40,14,26,10,maize,0
80,17,58,4,pulses,0
14,25,85,15,rice,0
22,15,55,0,pulses,1
27,15,83,14,wheat,0
59,16,97,5,cotton,0
45,27,23,12,wheat,0
61,34,97,3,cotton,0
42,12,41,9,wheat,0
73,34,90,6,cotton,0
80,35,23,5,rice,0
78,30,83,0,maize,0
82,23,41,14,maize,0
39,26,81,3,tea,1
77,19,59,0,cotton,0
31,25,39,13,tea,0
68,29,28,13,pulses,0
17,31,84,15,pulses,0
75,28,42,10,tea,0
46,38,54,5,cotton,0
65,38,78,13,maize,0
70,21,33,6,cotton,0
74,31,63,13,pulses,0
51,23,41,17,rice,0
58,20,47,3,tea,0
77,10,78,0,tea,0
18,35,66,14,pulses,0
17,19,87,4,cotton,1
67,34,89,12,tea,0
63,34,36,1,maize,0
57,20,50,10,tea,0
63,13,33,5,cotton,0
37,27,96,15,pulses,0
75,37,68,14,maize,0
40,20,86,5,maize,0
22,17,40,12,tea,0
68,16,32,18,cotton,0
40,26,94,12,tea,0
42,15,69,17,rice,0
62,19,87,4,pulses,0
45,21,31,18,rice,0
78,30,67,3,maize,0
84,11,83,8,tea,0
43,22,34,4,rice,1
70,22,35,3,wheat,0
69,38,91,9,rice,0
12,14,69,7,tea,0
15,31,60,10,tea,0
29,35,23,5,pulses,0
13,38,39,12,rice,0
62,15,27,0,tea,0
80,25,87,12,tea,0
71,27,66,13,pulses,0
47,26,52,1,pulses,0
45,29,24,7,pulses,0
43,24,87,13,pulses,0
15,37,60,7,wheat,0
75,24,80,3,maize,0
27,24,43,7,tea,0
36,13,46,7,cotton,0
48,18,48,12,pulses,0
60,21,86,12,maize,0
28,23,56,9,pulses,0
43,10,94,8,maize,0
33,36,72,5,cotton,0
34,19,21,1,rice,1
85,24,56,0,wheat,0
79,20,92,5,tea,0
39,10,95,17,rice,0
88,17,91,0,cotton,0
63,30,95,9,wheat,0
87,18,84,8,wheat,0
34,31,67,8,wheat,0
14,35,68,12,cotton,0
11,12,66,9,pulses,0
89,10,94,6,pulses,0
72,19,23,12,pulses,0
63,38,97,0,rice,0
47,15,22,5,tea,0
26,36,55,11,wheat,0
40,28,25,14,wheat,0
10,13,53,8,rice,0
15,28,71,10,pulses,0
79,16,50,2,wheat,0
45,21,53,10,wheat,0
17,36,61,4,cotton,1
82,36,67,16,maize,0
19,34,75,19,rice,0
33,30,37,1,rice,1
72,31,33,9,pulses,0
49,14,88,11,rice,0
11,28,77,18,pulses,0
29,28,89,19,cotton,0
42,29,75,6,cotton,0
23,30,72,15,tea,0
63,16,88,13,pulses,0
64,23,92,7,cotton,0
46,18,79,3,pulses,0
15,14,51,6,rice,0
42,27,66,12,tea,0
59,38,41,15,maize,0
84,18,23,9,wheat,0
79,14,44,10,wheat,0
81,31,80,10,tea,0
88,25,31,1,pulses,0
60,18,50,19,pulses,0
75,29,20,17,pulses,0
70,20,80,6,maize,0
37,39,25,8,wheat,0
53,23,41,10,tea,0
21,37,31,5,pulses,0
66,12,42,8,cotton,0
35,29,54,5,rice,0
34,33,33,14,maize,0
24,37,95,4,pulses,1
83,16,49,15,wheat,0
86,32,41,3,rice,0
89,20,35,7,tea,0
62,26,90,4,pulses,0
74,27,34,14,wheat,0
63,28,21,19,rice,0
87,26,41,7,cotton,0
48,34,82,12,maize,0
60,18,34,3,tea,0
29,23,38,6,wheat,0
73,30,40,4,cotton,0
20,20,46,6,maize,0
61,24,38,1,maize,0
63,36,45,2,cotton,0
78,13,68,16,wheat,0
16,28,77,10,maize,0
21,18,86,1,tea,1
11,11,44,15,rice,0
30,17,96,17,tea,0
78,16,97,18,pulses,0
85,27,93,17,maize,0
45,37,41,14,rice,0
30,28,33,1,cotton,1
62,27,28,9,rice,0
28,24,95,3,rice,1
12,20,41,2,rice,1
69,21,95,2,maize,0
82,12,34,7,pulses,0
43,13,59,8,pulses,0
38,30,84,15,wheat,0
83,27,72,17,pulses,0
66,21,50,16,maize,0
82,25,29,9,wheat,0
49,37,53,5,cotton,0
59,37,56,19,cotton,0
84,21,32,11,cotton,0
28,16,57,6,cotton,0
31,21,64,11,cotton,0
60,13,29,6,tea,0
58,36,41,18,maize,0
61,39,80,17,wheat,0
31,25,57,4,cotton,1
71,25,77,13,tea,0
69,26,45,10,pulses,0
89,29,94,0,tea,0
16,18,68,9,tea,0
62,38,93,9,maize,0
40,23,81,1,cotton,1
13,14,28,2,tea,1
16,27,79,0,tea,1
12,21,49,8,cotton,0
34,31,40,9,maize,0
43,16,69,10,tea,0
42,11,48,10,wheat,0
47,35,59,4,rice,1
13,27,36,4,pulses,1
57,35,87,12,rice,0
83,12,83,19,rice,0
70,24,42,12,maize,0
74,37,26,7,tea,0
80,20,53,2,rice,0
87,19,43,6,rice,0
70,29,26,12,pulses,0
10,30,27,3,cotton,1
15,28,22,18,tea,0
83,22,23,3,tea,0
30,25,82,13,pulses,0
76,29,85,1,cotton,0
37,32,88,16,tea,0
75,31,29,17,wheat,0
36,27,82,16,pulses,0
41,21,56,6,maize,0
21,24,92,18,cotton,0
74,32,91,17,pulses,0
55,11,22,11,rice,0
49,22,48,6,tea,0
18,37,98,6,wheat,0
71,21,81,2,wheat,0
25,24,52,8,maize,0
77,37,79,15,pulses,0
49,12,61,18,wheat,0
44,26,99,2,pulses,0
69,15,81,16,tea,0
79,20,94,5,tea,0
12,38,25,6,wheat,0
62,35,68,11,tea,0
68,38,91,15,pulses,0
45,29,62,12,tea,0
75,34,28,3,rice,0
46,13,70,3,pulses,0
88,36,33,10,cotton,0
53,19,43,2,tea,1
73,31,91,6,tea,0
60,33,52,7,pulses,0
15,30,48,3,maize,1
78,28,21,4,cotton,0
30,18,71,5,cotton,0
66,36,64,14,cotton,0
37,28,57,4,wheat,1
33,24,64,16,rice,0
84,18,35,9,rice,0
72,22,66,2,maize,0
31,11,44,15,cotton,0
43,36,76,6,cotton,0
46,17,38,9,tea,0
50,21,57,3,pulses,0
88,38,85,6,wheat,0
52,38,26,2,wheat,0
31,31,39,13,maize,0
24,39,23,2,rice,1
30,18,94,12,cotton,0
61,14,34,13,pulses,0
13,39,95,8,maize,0
56,13,83,8,wheat,0
27,22,76,10,wheat,0
80,24,69,11,wheat,0
89,11,36,10,cotton,0
44,10,35,2,cotton,1
85,13,99,11,cotton,0
16,33,22,6,tea,0
50,19,64,17,rice,0
19,34,63,11,wheat,0
71,10,81,1,wheat,0
74,11,28,8,tea,0
21,38,79,3,wheat,1
37,21,94,2,wheat,1
67,25,93,8,cotton,0
65,37,95,5,cotton,0
27,12,76,6,rice,0
74,33,80,4,wheat,0
66,36,83,2,maize,0
59,18,36,5,wheat,0
54,12,77,19,wheat,0
71,37,66,7,rice,0
74,29,71,7,maize,0
64,25,37,3,wheat,0
47,17,56,18,pulses,0
13,28,89,2,pulses,1
24,20,36,5,maize,0
30,15,22,12,pulses,0
30,23,52,9,cotton,0
60,10,99,12,cotton,0
87,21,26,3,maize,0
44,32,21,10,wheat,0
13,39,53,6,maize,0
41,30,23,17,pulses,0
21,24,68,9,maize,0
63,25,36,6,pulses,0
39,13,90,13,cotton,0
18,33,31,0,maize,1
28,17,95,17,tea,0
89,32,93,0,pulses,0
39,26,63,5,tea,0
74,35,68,6,cotton,0
54,31,88,17,wheat,0
32,12,36,9,pulses,0
85,33,57,9,wheat,0
14,35,75,8,cotton,0
76,12,80,13,wheat,0
75,24,94,4,pulses,0
52,24,51,8,rice,0
11,36,75,18,pulses,0
57,17,42,12,pulses,0
67,30,85,13,tea,0
49,24,86,17,rice,0
62,30,24,10,rice,0
68,17,42,8,rice,0
77,28,70,13,pulses,0
72,13,44,11,cotton,0
45,10,43,7,rice,0
49,34,49,2,maize,0
15,12,70,7,wheat,0
23,17,49,15,cotton,0
88,26,91,9,maize,0
42,26,65,0,pulses,0
28,37,76,2,pulses,1
85,15,48,5,maize,0
52,37,99,3,tea,1
63,20,81,9,tea,0
82,15,48,7,maize,0
70,32,56,15,tea,0
22,10,59,9,wheat,0
51,12,74,8,wheat,0
27,29,45,4,pulses,1
81,18,46,17,tea,0
74,24,94,5,rice,0
57,17,70,19,maize,0
45,29,41,15,wheat,0
54,25,84,8,tea,0
19,19,57,1,tea,1
18,23,20,5,wheat,0
55,32,34,12,wheat,0
26,25,30,11,rice,0
76,24,75,5,tea,0
42,18,57,6,tea,0
74,35,73,17,cotton,0
29,19,42,18,pulses,0
75,17,56,8,rice,0
25,37,70,2,wheat,1
82,21,80,2,wheat,0
23,14,98,3,maize,1
10,23,41,10,pulses,0
44,34,85,12,wheat,0
10,39,74,15,tea,0
52,30,86,19,wheat,0
78,39,45,6,tea,0
84,36,57,3,tea,0
64,12,69,13,rice,0
25,24,42,8,wheat,0
76,15,72,0,rice,0
72,37,58,17,pulses,0
81,28,42,2,tea,0
31,27,85,5,pulses,0
65,39,47,8,wheat,0
61,16,79,12,pulses,0
36,12,86,1,pulses,0
73,14,29,0,wheat,0
54,34,53,13,rice,0
76,25,20,0,rice,0
35,24,56,6,tea,0
22,29,87,7,tea,0
39,18,90,15,wheat,0
87,37,86,8,wheat,0
39,31,97,10,cotton,0
53,12,77,19,cotton,0
57,36,35,0,maize,0
18,21,83,18,tea,0
57,10,47,0,pulses,0
65,33,89,0,maize,0
77,35,47,12,maize,0
15,29,37,5,rice,0
74,15,62,19,pulses,0
76,11,98,14,rice,0
30,22,33,4,cotton,1
87,37,41,6,maize,0
39,29,33,17,cotton,0
66,17,38,14,pulses,0
64,27,38,19,pulses,0
11,31,58,15,tea,0
57,25,52,14,wheat,0
31,11,57,10,rice,0
22,33,51,12,tea,0
52,25,33,0,tea,1
84,39,42,13,rice,0
83,12,45,16,rice,0
58,25,94,1,pulses,0
46,25,69,6,pulses,0
44,18,88,15,maize,0
28,31,74,19,cotton,0
37,28,86,14,pulses,0
66,20,39,14,tea,0
70,11,75,8,maize,0
52,39,34,14,maize,0
69,25,78,13,tea,0
19,33,76,1,pulses,1
88,25,50,16,tea,0
76,24,88,6,wheat,0
33,29,33,7,pulses,0
83,33,41,17,cotton,0
53,16,66,17,tea,0
39,21,61,1,pulses,0
54,24,90,8,rice,0
69,11,80,4,wheat,0
62,16,24,12,cotton,0
34,29,43,2,pulses,1
85,31,33,3,rice,0
13,33,67,5,pulses,0
83,34,34,19,rice,0
40,38,47,13,cotton,0
28,39,52,5,wheat,0
11,21,66,6,rice,0
13,29,70,6,maize,0
88,28,75,5,cotton,0
47,23,85,12,cotton,0
42,11,73,6,tea,0
27,23,20,14,wheat,0
41,29,32,1,maize,1
86,23,99,15,maize,0
89,27,74,8,tea,0
42,12,98,8,rice,0
43,26,63,16,rice,0
60,25,73,15,maize,0
72,22,97,10,wheat,0
87,32,86,15,rice,0
56,31,98,11,cotton,0
75,26,68,13,pulses,0
22,38,89,9,tea,0
61,34,28,13,wheat,0
61,15,62,4,rice,0
52,14,84,15,pulses,0
70,26,83,15,maize,0
12,24,58,5,tea,0
77,35,56,9,rice,0
68,30,45,12,maize,0
63,11,53,18,rice,0
78,16,55,13,tea,0
11,36,65,14,cotton,0
77,31,83,16,cotton,0
53,13,93,2,pulses,0
47,36,45,9,maize,0
69,28,29,2,cotton,0
36,22,94,10,tea,0
24,30,50,19,maize,0
48,12,77,4,rice,1
47,18,47,7,wheat,0
63,37,54,0,rice,0
72,31,76,14,tea,0
67,19,96,7,pulses,0
71,27,39,2,maize,0
87,32,55,9,rice,0
27,33,82,4,maize,1
38,34,89,4,cotton,1
80,25,63,13,wheat,0
66,13,32,0,tea,0
33,26,52,12,rice,0
47,25,69,8,wheat,0
15,33,64,17,tea,0
29,35,74,1,tea,1
51,10,69,6,pulses,0
83,14,71,19,cotton,0
31,11,66,1,pulses,1
42,17,62,11,pulses,0
55,25,29,3,maize,0
63,30,97,13,maize,0
51,15,67,3,wheat,0
60,23,87,8,cotton,0
77,32,97,6,tea,0
65,39,74,12,cotton,0
86,13,61,0,cotton,0
51,30,50,1,wheat,0
22,34,49,11,maize,0
63,31,89,3,cotton,0
21,17,26,4,cotton,1
44,29,51,10,cotton,0
18,36,61,16,rice,0
22,23,45,4,cotton,1
31,13,31,13,cotton,0
49,23,33,14,tea,0
45,17,60,9,pulses,0
50,36,62,4,rice,1
16,28,49,2,cotton,1
64,39,28,4,pulses,0
84,37,97,15,cotton,0
88,36,39,19,wheat,0
22,38,87,18,wheat,0
29,39,44,2,pulses,1
67,14,22,9,rice,0
32,21,56,12,tea,0
62,12,47,5,rice,0
46,26,93,4,rice,1
29,37,79,7,wheat,0
28,28,93,7,wheat,0
27,15,79,8,tea,0
77,36,39,15,cotton,0
70,31,99,7,tea,0
81,32,88,4,cotton,0
55,28,27,10,pulses,0
57,34,96,7,pulses,0
29,22,91,4,maize,1
81,35,51,2,wheat,0
78,39,43,7,maize,0
43,18,44,8,maize,0
16,27,94,3,wheat,1
59,23,39,13,maize,0
62,17,72,0,rice,0
82,38,40,18,cotton,0
20,20,48,15,tea,0
85,27,92,12,wheat,0
17,27,81,9,rice,0
41,24,91,3,pulses,0
72,15,53,8,tea,0
64,33,66,11,tea,0
68,26,61,19,tea,0
72,38,28,3,maize,0
26,33,98,13,maize,0
35,17,99,5,maize,0
60,29,55,17,maize,0
42,25,26,19,rice,0
35,31,86,12,maize,0
31,11,53,14,wheat,0
76,10,75,0,tea,0
87,36,56,19,rice,0
72,22,89,15,pulses,0
26,16,74,12,maize,0
50,32,55,3,pulses,0
85,28,29,14,tea,0
48,12,96,4,rice,1
42,21,60,3,tea,1
41,35,70,15,pulses,0
30,21,24,1,rice,1
62,26,56,19,cotton,0
73,37,76,11,rice,0
87,26,48,16,maize,0
75,27,75,6,pulses,0
58,35,93,17,tea,0
80,37,50,18,tea,0
88,12,71,17,tea,0
40,29,32,5,wheat,0
50,33,48,2,wheat,0
81,30,77,9,maize,0
80,24,47,16,cotton,0
45,11,50,6,wheat,0
83,16,66,19,rice,0
48,33,84,8,pulses,0
50,22,79,1,maize,0
50,22,49,7,cotton,0
14,38,87,16,rice,0
15,28,91,9,tea,0
71,15,73,13,wheat,0
25,19,83,17,rice,0
89,17,31,8,cotton,0
28,35,31,2,maize,1
46,31,75,19,rice,0
73,19,38,3,maize,0
68,15,55,5,tea,0
78,33,96,0,cotton,0
82,39,33,5,cotton,0
16,21,23,18,wheat,0
51,10,24,11,pulses,0
34,11,61,14,cotton,0
65,20,79,10,rice,0
56,12,56,14,rice,0
86,32,50,2,rice,0
59,10,76,4,tea,0
83,13,71,0,cotton,0
42,12,62,10,cotton,0
35,33,93,13,rice,0
26,32,74,5,wheat,0
30,26,28,15,wheat,0
11,36,95,0,cotton,1
88,34,71,12,cotton,0
53,36,96,11,maize,0
75,29,72,1,cotton,0
80,16,52,8,rice,0
45,21,21,10,pulses,0
55,31,42,5,tea,0
59,28,35,9,cotton,0
76,39,67,13,cotton,0
12,15,23,19,rice,0
42,16,44,10,maize,0
54,36,87,1,pulses,0
34,14,86,16,cotton,0
46,35,58,11,wheat,0
45,13,41,7,wheat,0
44,20,79,5,wheat,0
28,31,55,5,tea,0
54,19,68,15,tea,0
27,33,98,1,pulses,1
36,32,52,11,cotton,0
40,12,96,6,cotton,0
48,27,38,6,cotton,0
76,24,90,2,tea,0
31,35,25,15,pulses,0
61,21,47,10,cotton,0
19,30,84,13,rice,0
17,34,95,1,maize,1
43,25,96,11,wheat,0
62,36,97,0,wheat,0
27,35,33,0,rice,1
21,14,31,19,cotton,0
73,19,78,13,pulses,0
66,20,90,9,pulses,0
11,10,27,0,tea,1
26,37,97,17,cotton,0
61,34,29,15,pulses,0
85,25,99,1,cotton,0
80,21,89,9,wheat,0
88,11,67,10,wheat,0
11,38,73,14,tea,0
36,21,69,12,wheat,0
35,11,66,11,cotton,0
34,31,48,11,rice,0
21,20,28,5,tea,0
26,12,85,6,rice,0
74,14,88,14,cotton,0
49,24,73,11,tea,0
14,14,35,10,rice,0
37,36,27,12,tea,0
81,28,41,19,cotton,0
61,21,34,4,pulses,0
23,17,47,5,tea,0
15,38,48,2,pulses,1
27,12,51,11,cotton,0
46,31,35,13,tea,0
83,37,52,6,tea,0
73,35,55,15,pulses,0
44,22,58,1,wheat,0
26,30,69,6,pulses,0
19,20,87,3,pulses,1
60,36,33,19,pulses,0
61,20,58,16,cotton,0
73,16,90,11,maize,0
42,15,39,4,pulses,0
26,20,69,17,tea,0
58,18,58,13,rice,0
16,24,27,17,wheat,0
74,25,49,5,pulses,0
71,36,39,5,pulses,0
84,11,47,0,wheat,0
19,36,89,2,pulses,1
40,20,73,0,tea,1
34,35,92,3,maize,1
66,15,39,10,pulses,0
74,21,42,19,wheat,0
52,35,92,15,pulses,0
12,38,58,19,cotton,0
64,35,53,2,tea,0
57,14,41,13,tea,0
74,34,76,9,maize,0
80,27,66,6,cotton,0
69,21,37,16,cotton,0
23,17,27,8,maize,0
23,32,80,1,rice,1
18,10,49,7,pulses,0
54,12,68,0,cotton,0
11,13,91,3,rice,1
41,17,82,13,rice,0
17,27,68,9,tea,0
45,17,62,15,pulses,0
46,11,36,16,tea,0
24,21,91,17,wheat,0
43,28,62,14,tea,0
30,17,74,11,cotton,0
18,36,81,14,cotton,0
49,18,41,10,pulses,0
35,37,36,10,rice,0
31,30,87,14,cotton,0
22,29,39,11,tea,0
34,24,48,18,tea,0
80,28,65,19,pulses,0
24,24,33,10,tea,0
85,39,50,9,maize,0
54,28,50,10,pulses,0
30,18,22,11,pulses,0
49,29,41,14,cotton,0
56,27,72,0,pulses,0
70,25,73,15,wheat,0
23,22,46,18,cotton,0
81,37,51,11,cotton,0
76,39,50,1,maize,0
85,24,58,4,cotton,0
56,38,81,17,rice,0
25,29,76,2,tea,1
80,28,86,11,tea,0
27,39,81,6,pulses,0
54,24,52,14,maize,0
32,14,79,16,tea,0
35,13,49,5,rice,0
75,27,32,10,maize,0
11,23,39,14,wheat,0
31,36,91,5,tea,0
47,19,27,18,cotton,0
51,10,95,7,rice,0
37,26,40,12,rice,0
72,10,32,14,tea,0
26,28,49,15,pulses,0
68,24,68,14,wheat,0
11,11,77,16,cotton,0
88,13,65,19,wheat,0
88,12,21,11,wheat,0
59,32,38,10,tea,0
24,17,46,9,cotton,0
27,37,26,4,tea,1
86,20,69,9,tea,0
47,30,72,1,pulses,0
17,15,93,10,rice,0
89,39,60,8,pulses,0
29,32,31,16,pulses,0
69,18,36,16,tea,0
35,26,91,14,pulses,0
44,24,75,5,pulses,0
35,22,96,6,maize,0
27,24,40,13,cotton,0
53,27,92,4,rice,1
16,26,33,17,cotton,0
44,18,41,15,rice,0
21,11,28,11,maize,0
53,27,25,16,tea,0
50,30,48,11,rice,0
63,18,63,12,rice,0
10,38,35,17,rice,0
34,28,63,6,maize,0
89,19,48,4,cotton,0
24,23,40,3,maize,1
84,33,85,15,rice,0
12,35,91,2,pulses,1
54,10,55,9,rice,0
54,39,22,17,pulses,0
60,37,76,7,tea,0
51,38,68,10,maize,0
48,35,60,2,pulses,0
29,27,69,3,maize,1
88,33,33,0,wheat,0
27,10,42,19,cotton,0
48,18,85,17,wheat,0
38,29,59,9,pulses,0
29,25,40,17,wheat,0
51,28,62,5,cotton,0
88,12,65,14,pulses,0
21,10,67,2,tea,1
65,17,88,9,tea,0
21,29,49,4,cotton,1
62,26,59,13,cotton,0
17,36,61,4,pulses,1
67,14,43,4,maize,0
33,19,78,12,pulses,0
70,17,84,9,maize,0
10,33,73,11,maize,0
87,35,78,15,maize,0
79,21,98,5,pulses,0
54,25,79,7,rice,0
18,28,57,5,rice,0
10,39,21,10,tea,0
82,37,84,6,rice,0
33,13,27,7,rice,0
69,37,30,19,maize,0
57,19,61,8,maize,0
48,13,74,10,cotton,0
27,25,60,19,maize,0
61,12,22,12,pulses,0
11,31,30,12,cotton,0
45,28,79,3,cotton,1
57,31,29,4,rice,1
44,30,31,14,maize,0
79,39,87,19,rice,0
81,36,20,13,maize,0
51,11,59,14,rice,0
83,17,58,3,rice,0
89,20,35,0,rice,0
47,32,44,3,pulses,0
35,16,47,1,tea,1
40,15,62,16,rice,0
61,18,26,10,wheat,0
69,13,99,11,wheat,0
17,23,48,18,wheat,0
70,30,94,16,pulses,0
44,34,95,17,cotton,0
43,24,82,7,rice,0
19,28,30,10,wheat,0
49,28,20,0,pulses,0
61,39,47,19,cotton,0
21,25,65,10,wheat,0
36,21,22,3,maize,1
28,37,33,1,tea,1
66,33,58,7,rice,0
63,19,44,2,tea,0
24,15,54,11,tea,0
46,38,49,7,maize,0
70,27,59,17,maize,0
27,28,30,9,maize,0
53,17,85,7,cotton,0
30,24,58,13,wheat,0
38,39,47,0,rice,1
24,14,83,2,maize,1
77,22,22,16,pulses,0
73,23,93,14,rice,0
23,24,25,4,rice,1
46,11,55,6,rice,0
63,28,22,13,maize,0
68,36,39,8,maize,0
68,11,89,16,wheat,0
64,14,76,16,maize,0
52,14,71,7,maize,0
61,34,28,15,rice,0
48,31,94,10,wheat,0
86,11,87,4,tea,0
28,36,89,0,maize,1
65,26,69,19,pulses,0
45,16,25,6,maize,0
61,32,62,16,tea,0
53,19,75,13,rice,0
55,31,36,15,wheat,0
49,24,51,14,rice,0
89,38,30,8,cotton,0
62,37,45,10,maize,0
66,27,37,3,pulses,0
28,38,49,10,cotton,0
87,39,83,16,maize,0
53,17,51,18,cotton,0
29,13,76,5,tea,0
53,20,81,18,maize,0
52,16,26,1,pulses,0
16,25,24,8,maize,0
51,33,89,12,cotton,0
71,32,33,18,wheat,0
11,37,65,15,cotton,0
86,12,31,15,maize,0
55,33,69,11,maize,0
47,29,98,14,wheat,0
10,24,92,5,rice,0
56,33,60,16,wheat,0
22,30,27,7,rice,0
69,18,22,2,pulses,0
73,28,71,3,maize,0
77,23,97,6,tea,0
64,11,30,19,tea,0
40,29,67,11,cotton,0
23,27,31,11,wheat,0
14,20,70,17,wheat,0
63,20,23,10,tea,0
62,37,36,9,rice,0
46,27,48,18,wheat,0
66,10,42,0,rice,0
12,17,81,2,rice,1
86,10,98,6,rice,0
20,33,31,16,rice,0
51,18,67,15,cotton,0
64,31,52,7,cotton,0
47,16,32,6,tea,0
33,31,93,2,cotton,1
18,26,57,18,pulses,0
22,26,96,5,wheat,0
27,21,69,17,pulses,0
19,10,31,15,cotton,0
21,12,45,17,wheat,0
56,24,96,6,wheat,0
19,39,84,15,rice,0
10,32,22,8,tea,0
66,36,27,19,rice,0
80,17,92,3,rice,0
20,21,49,1,pulses,1
62,26,62,7,cotton,0
13,15,33,10,pulses,0
70,37,36,3,cotton,0
19,33,90,17,pulses,0
14,21,59,17,wheat,0
70,30,85,5,cotton,0
85,20,27,7,cotton,0
39,11,25,12,pulses,0
66,29,37,9,maize,0
42,25,85,12,wheat,0
46,29,21,13,wheat,0
77,13,79,18,maize,0
32,39,22,4,pulses,1
79,33,26,5,pulses,0
16,31,66,2,wheat,1
28,18,49,11,pulses,0
24,35,54,18,tea,0
41,26,78,16,tea,0
88,26,81,6,maize,0
68,11,66,17,cotton,0
79,30,36,4,tea,0
79,20,72,2,pulses,0
15,15,52,8,maize,0
85,36,82,19,tea,0
75,28,61,5,rice,0
13,26,67,3,maize,1
79,32,81,7,wheat,0
66,25,26,19,tea,0
70,26,74,3,wheat,0
65,32,57,19,maize,0
23,34,88,8,tea,0
16,24,58,16,wheat,0
63,22,48,2,cotton,0
67,26,97,9,cotton,0
70,17,48,8,rice,0
81,35,74,12,pulses,0
37,18,98,19,maize,0
64,17,79,18,pulses,0
83,26,85,5,pulses,0
62,29,23,7,wheat,0
53,23,39,2,rice,1
37,35,70,13,maize,0
